wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnoœl¹skie;boles³awiecki;65156;66;28987;66;t0201
dolnoœl¹skie;dzier¿oniowski;61158;118;27813;80;t0202
dolnoœl¹skie;g³ogowski;56652;101;25063;101;t0203
dolnoœl¹skie;górowski;24380;260;10860;211;t0204
dolnoœl¹skie;jaworski;35861;184;15986;151;t0205
dolnoœl¹skie;jeleniogórski;46869;0;21634;0;t0206
dolnoœl¹skie;kamiennogórski;27722;0;12759;0;t0207
dolnoœl¹skie;k³odzki;114471;455;52672;388;t0208
dolnoœl¹skie;legnicki;39633;144;17254;118;t0209
dolnoœl¹skie;lubañski;25702;106;10429;0;t0210
dolnoœl¹skie;lubiñski;115658;299;55114;62;t0211
dolnoœl¹skie;lwówecki;36565;391;16503;312;t0212
dolnoœl¹skie;milicki;30318;79;14013;66;t0213
dolnoœl¹skie;oleœnicki;80724;1207;35066;1018;t0214
dolnoœl¹skie;o³awski;42060;59;19782;0;t0215
dolnoœl¹skie;polkowicki;37909;112;16204;96;t0216
dolnoœl¹skie;strzeliñski;33585;60;15298;59;t0217
dolnoœl¹skie;œredzki;19848;153;9302;149;t0218
dolnoœl¹skie;œwidnicki;89201;315;39987;272;t0219
dolnoœl¹skie;trzebnicki;53419;341;24540;315;t0220
dolnoœl¹skie;wa³brzyski;29293;0;13687;0;t0221
dolnoœl¹skie;wo³owski;38483;24;17042;3;t0222
dolnoœl¹skie;wroc³awski;94751;1144;44212;932;t0223
dolnoœl¹skie;z¹bkowicki;49980;183;23230;175;t0224
dolnoœl¹skie;zgorzelecki;51348;0;23323;0;t0225
dolnoœl¹skie;z³otoryjski;30789;0;13401;0;t0226
dolnoœl¹skie;Jelenia Góra;80985;187;38087;126;t0261
dolnoœl¹skie;Legnica;81206;287;37733;134;t0262
dolnoœl¹skie;Wroc³aw;973329;4643;451432;3757;t0264
dolnoœl¹skie;Wa³brzych;196987;594;90918;254;t0265
kujawsko-pomorskie;aleksandrowski;125819;136;59629;38;t0401
kujawsko-pomorskie;brodnicki;62103;321;27735;282;t0402
kujawsko-pomorskie;bydgoski;69232;364;31261;258;t0403
kujawsko-pomorskie;che³miñski;36904;371;16954;361;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;31454;300;13692;296;t0405
kujawsko-pomorskie;grudzi¹dzki;22755;9;9999;0;t0406
kujawsko-pomorskie;inowroc³awski;96352;410;44722;339;t0407
kujawsko-pomorskie;lipnowski;46265;388;20392;359;t0408
kujawsko-pomorskie;mogileñski;26136;152;11675;8;t0409
kujawsko-pomorskie;nakielski;73054;848;32433;504;t0410
kujawsko-pomorskie;radziejowski;40675;272;18108;253;t0411
kujawsko-pomorskie;rypiñski;30694;55;13631;3;t0412
kujawsko-pomorskie;sêpoleñski;44624;0;20452;0;t0413
kujawsko-pomorskie;œwiecki;68285;478;30809;403;t0414
kujawsko-pomorskie;toruñski;64572;591;27128;470;t0415
kujawsko-pomorskie;tucholski;34973;201;15732;142;t0416
kujawsko-pomorskie;w¹brzeski;24253;60;10584;2;t0417
kujawsko-pomorskie;w³oc³awski;57336;101;26160;51;t0418
kujawsko-pomorskie;¿niñski;47722;646;21524;357;t0419
kujawsko-pomorskie;Bydgoszcz;394677;2020;183242;1395;t0461
kujawsko-pomorskie;Grudzi¹dz;111356;204;50601;155;t0462
kujawsko-pomorskie;Toruñ;169003;1123;76171;562;t0463
kujawsko-pomorskie;W³oc³awek;82498;298;36164;185;t0464
lubelskie;bialski;55529;125;25065;121;t0601
lubelskie;bi³gorajski;48155;14;22439;14;t0602
lubelskie;che³mski;32987;51;15103;37;t0603
lubelskie;hrubieszowski;39444;0;17586;0;t0604
lubelskie;janowski;27074;274;12513;240;t0605
lubelskie;krasnostawski;37763;75;17403;50;t0606
lubelskie;kraœnicki;61112;67;28433;67;t0607
lubelskie;lubartowski;49446;218;22770;170;t0608
lubelskie;lubelski;76104;189;34168;129;t0609
lubelskie;³êczyñski;36973;0;17370;0;t0610
lubelskie;³ukowski;49243;245;22670;188;t0611
lubelskie;opolski;39793;0;17885;0;t0612
lubelskie;parczewski;25726;0;11897;0;t0613
lubelskie;pu³awski;87685;0;40449;0;t0614
lubelskie;radzyñski;27291;134;12455;28;t0615
lubelskie;rycki;48816;242;22772;195;t0616
lubelskie;œwidnicki;40828;45;19218;31;t0617
lubelskie;tomaszowski;49756;168;22755;48;t0618
lubelskie;w³odawski;32526;75;14934;53;t0619
lubelskie;zamojski;44186;1;20882;1;t0620
lubelskie;Bia³a Podlaska;62990;142;29431;96;t0661
lubelskie;Che³m;56225;370;25328;251;t0662
lubelskie;Lublin;405114;773;187835;510;t0663
lubelskie;Zamoœæ;81181;130;38095;118;t0664
lubuskie;gorzowski;26561;4;12057;4;t0801
lubuskie;kroœnieñski;45781;153;21601;128;t0802
lubuskie;miêdzyrzecki;61472;224;28485;118;t0803
lubuskie;nowosolski;80969;338;36896;162;t0804
lubuskie;s³ubicki;33830;217;15490;176;t0805
lubuskie;strzelecko-drezdenecki;44650;350;20390;260;t0806
lubuskie;sulêciñski;25865;16;11662;0;t0807
lubuskie;œwiebodziñski;51343;652;23610;434;t0808
lubuskie;zielonogórski;81144;312;37480;166;t0809
lubuskie;¿agañski;61447;358;27968;203;t0810
lubuskie;¿arski;90861;179;42693;140;t0811
lubuskie;wschowski;23268;643;10847;473;t0812
lubuskie;Gorzów Wielkopolski;131623;791;61961;571;t0861
lubuskie;Zielona Góra;138472;433;64957;374;t0862
³ódzkie;be³chatowski;63976;410;28708;323;t1001
³ódzkie;kutnowski;78780;102;36746;18;t1002
³ódzkie;³aski;32188;220;14979;195;t1003
³ódzkie;³êczycki;44529;220;19550;194;t1004
³ódzkie;³owicki;83511;0;39329;0;t1005
³ódzkie;³ódzki wschodni;32889;151;14410;91;t1006
³ódzkie;opoczyñski;51439;161;22866;134;t1007
³ódzkie;pabianicki;95977;349;43855;288;t1008
³ódzkie;pajêczañski;27644;60;12328;59;t1009
³ódzkie;piotrkowski;43784;1088;19868;884;t1010
³ódzkie;poddêbicki;33671;0;15611;0;t1011
³ódzkie;radomszczañski;75669;585;34237;372;t1012
³ódzkie;rawski;25002;0;11014;0;t1013
³ódzkie;sieradzki;87460;669;38742;490;t1014
³ódzkie;skierniewicki;21586;128;10013;99;t1015
³ódzkie;tomaszowski;93914;3;43606;3;t1016
³ódzkie;wieluñski;80719;286;37987;153;t1017
³ódzkie;wieruszowski;29807;148;13505;123;t1018
³ódzkie;zduñskowolski;43588;269;19489;170;t1019
³ódzkie;zgierski;116834;43;53748;14;t1020
³ódzkie;brzeziñski;31455;0;14607;0;t1021
³ódzkie;£ódŸ;832939;3247;388787;2348;t1061
³ódzkie;Piotrków Trybunalski;68865;230;30911;196;t1062
³ódzkie;Skierniewice;65967;242;31196;209;t1063
ma³opolskie;bocheñski;68129;1097;29463;955;t1201
ma³opolskie;brzeski;57802;723;25958;517;t1202
ma³opolskie;chrzanowski;100216;514;44994;434;t1203
ma³opolskie;d¹browski;36931;0;16964;0;t1204
ma³opolskie;gorlicki;76403;201;35756;182;t1205
ma³opolskie;krakowski;137456;1023;61649;638;t1206
ma³opolskie;limanowski;76799;580;34481;208;t1207
ma³opolskie;miechowski;55283;0;25636;0;t1208
ma³opolskie;myœlenicki;88488;509;40436;303;t1209
ma³opolskie;nowos¹decki;114796;1018;50322;617;t1210
ma³opolskie;nowotarski;114420;590;51001;432;t1211
ma³opolskie;olkuski;100154;552;45605;377;t1212
ma³opolskie;oœwiêcimski;104014;1406;46167;1205;t1213
ma³opolskie;proszowicki;38117;0;17543;0;t1214
ma³opolskie;suski;59721;213;26838;140;t1215
ma³opolskie;tarnowski;83775;539;37894;456;t1216
ma³opolskie;tatrzañski;31084;68;14728;68;t1217
ma³opolskie;wadowicki;102289;1130;44707;855;t1218
ma³opolskie;wielicki;94185;1160;41052;939;t1219
ma³opolskie;Kraków;1077873;6308;499090;5181;t1261
ma³opolskie;Nowy S¹cz;56578;268;26309;230;t1262
ma³opolskie;Tarnów;96735;765;43707;614;t1263
mazowieckie;bia³obrzeski;31217;254;14349;201;t1401
mazowieckie;ciechanowski;70535;196;32624;120;t1402
mazowieckie;garwoliñski;71583;74;32354;55;t1403
mazowieckie;gostyniñski;24431;449;10933;283;t1404
mazowieckie;grodziski;83943;62;36779;15;t1405
mazowieckie;grójecki;93452;612;43283;455;t1406
mazowieckie;kozienicki;37804;248;17437;213;t1407
mazowieckie;legionowski;65807;1180;27354;1001;t1408
mazowieckie;lipski;22829;64;10464;32;t1409
mazowieckie;³osicki;16180;76;7617;67;t1410
mazowieckie;makowski;35705;0;16192;0;t1411
mazowieckie;miñski;113292;1303;49370;821;t1412
mazowieckie;m³awski;51177;352;23654;327;t1413
mazowieckie;nowodworski;95441;771;44037;701;t1414
mazowieckie;ostro³êcki;44340;36;20170;6;t1415
mazowieckie;ostrowski;44120;239;20803;221;t1416
mazowieckie;otwocki;78989;493;35902;413;t1417
mazowieckie;piaseczyñski;219025;443;100266;327;t1418
mazowieckie;p³ocki;72946;441;32609;380;t1419
mazowieckie;p³oñski;71014;217;31826;181;t1420
mazowieckie;pruszkowski;116078;1133;52413;982;t1421
mazowieckie;przasnyski;44800;147;20847;114;t1422
mazowieckie;przysuski;23811;209;10573;155;t1423
mazowieckie;pu³tuski;40331;60;18373;60;t1424
mazowieckie;radomski;54252;767;24421;588;t1425
mazowieckie;siedlecki;27707;87;12923;52;t1426
mazowieckie;sierpecki;37718;0;16751;0;t1427
mazowieckie;sochaczewski;73298;210;33292;190;t1428
mazowieckie;soko³owski;37426;0;16918;0;t1429
mazowieckie;szyd³owiecki;16493;77;7266;29;t1430
mazowieckie;warszawski zachodni;104314;775;48241;720;t1432
mazowieckie;wêgrowski;40029;191;18401;0;t1433
mazowieckie;wo³omiñski;178447;1464;79839;1255;t1434
mazowieckie;wyszkowski;54066;173;24321;73;t1435
mazowieckie;zwoleñski;24594;179;11357;150;t1436
mazowieckie;¿uromiñski;24863;0;11374;0;t1437
mazowieckie;¿yrardowski;48573;240;22219;225;t1438
mazowieckie;Ostro³êka;64930;33;30898;8;t1461
mazowieckie;P³ock;115205;844;51895;573;t1462
mazowieckie;Radom;209820;923;95305;572;t1463
mazowieckie;Siedlce;107434;167;50429;79;t1464
mazowieckie;Warszawa;2353779;9276;1090945;7165;t1465
opolskie;brzeski;66738;0;31154;0;t1601
opolskie;g³ubczycki;38002;42;18181;0;t1602
opolskie;kêdzierzyñsko-kozielski;74623;30;35291;30;t1603
opolskie;kluczborski;48392;0;22349;0;t1604
opolskie;krapkowicki;88340;776;40203;627;t1605
opolskie;namys³owski;25320;100;11833;71;t1606
opolskie;nyski;87020;266;41522;172;t1607
opolskie;oleski;44697;255;20985;132;t1608
opolskie;opolski;60482;199;28232;186;t1609
opolskie;prudnicki;36532;42;17165;18;t1610
opolskie;strzelecki;50748;60;23426;56;t1611
opolskie;Opole;172416;682;80954;429;t1661
podkarpackie;bieszczadzki;8669;0;4091;0;t1801
podkarpackie;brzozowski;42605;56;19886;33;t1802
podkarpackie;dêbicki;60358;0;25841;0;t1803
podkarpackie;jaros³awski;47409;229;21921;148;t1804
podkarpackie;jasielski;51968;414;23749;219;t1805
podkarpackie;kolbuszowski;20377;149;9332;78;t1806
podkarpackie;kroœnieñski;46348;62;22202;59;t1807
podkarpackie;le¿ajski;34856;81;15827;0;t1808
podkarpackie;lubaczowski;29396;0;13627;0;t1809
podkarpackie;³añcucki;36656;0;17296;0;t1810
podkarpackie;mielecki;80950;86;37915;78;t1811
podkarpackie;ni¿añski;29926;0;14312;0;t1812
podkarpackie;przemyski;17142;0;8087;0;t1813
podkarpackie;przeworski;26684;0;12565;0;t1814
podkarpackie;ropczycko-sêdziszowski;34211;51;15687;12;t1815
podkarpackie;rzeszowski;49910;18;23315;1;t1816
podkarpackie;sanocki;34211;239;15839;223;t1817
podkarpackie;stalowowolski;66429;5;31251;0;t1818
podkarpackie;strzy¿owski;24333;46;11639;46;t1819
podkarpackie;tarnobrzeski;12911;21;5758;14;t1820
podkarpackie;leski;12658;0;6183;0;t1821
podkarpackie;Krosno;39244;81;18731;33;t1861
podkarpackie;Przemyœl;38893;0;18148;0;t1862
podkarpackie;Rzeszów;515685;1835;242947;889;t1863
podkarpackie;Tarnobrzeg;55215;0;25906;0;t1864
podlaskie;augustowski;38752;15;17714;1;t2001
podlaskie;bia³ostocki;57623;30;27335;1;t2002
podlaskie;bielski;33073;0;15608;0;t2003
podlaskie;grajewski;24927;128;11822;90;t2004
podlaskie;hajnowski;27216;0;12918;0;t2005
podlaskie;kolneñski;20204;48;9673;0;t2006
podlaskie;³om¿yñski;13800;0;6466;0;t2007
podlaskie;moniecki;20691;0;9578;0;t2008
podlaskie;sejneñski;11087;0;5174;0;t2009
podlaskie;siemiatycki;29215;0;14092;0;t2010
podlaskie;sokólski;38424;118;18091;92;t2011
podlaskie;suwalski;7856;0;3596;0;t2012
podlaskie;wysokomazowiecki;42278;0;19916;0;t2013
podlaskie;zambrowski;23090;186;10647;146;t2014
podlaskie;Bia³ystok;452216;519;211885;249;t2061
podlaskie;£om¿a;61521;14;29187;9;t2062
podlaskie;Suwa³ki;49036;30;22853;0;t2063
pomorskie;bytowski;60483;93;27552;0;t2201
pomorskie;chojnicki;74382;578;33891;364;t2202
pomorskie;cz³uchowski;36708;0;16426;0;t2203
pomorskie;gdañski;48806;556;21423;433;t2204
pomorskie;kartuski;75481;454;33884;281;t2205
pomorskie;koœcierski;56825;61;26682;57;t2206
pomorskie;kwidzyñski;55222;212;25262;100;t2207
pomorskie;lêborski;50192;278;22610;264;t2208
pomorskie;malborski;35462;0;15635;0;t2209
pomorskie;nowodworski;28836;405;13005;285;t2210
pomorskie;pucki;49879;401;22581;336;t2211
pomorskie;s³upski;40978;137;18885;88;t2212
pomorskie;starogardzki;84584;534;39218;298;t2213
pomorskie;tczewski;67398;272;29943;267;t2214
pomorskie;wejherowski;135630;1009;61424;618;t2215
pomorskie;sztumski;37357;101;16749;0;t2216
pomorskie;Gdañsk;762825;1993;362050;1154;t2261
pomorskie;Gdynia;257929;1468;114683;1217;t2262
pomorskie;S³upsk;101701;215;46554;21;t2263
pomorskie;Sopot;89007;50;43156;17;t2264
œl¹skie;bêdziñski;100869;244;46770;201;t2401
œl¹skie;bielski;95350;375;40662;177;t2402
œl¹skie;cieszyñski;143000;478;64515;268;t2403
œl¹skie;czêstochowski;80109;122;36439;37;t2404
œl¹skie;gliwicki;120719;900;52543;596;t2405
œl¹skie;k³obucki;51845;170;23830;84;t2406
œl¹skie;lubliniecki;48138;459;21878;307;t2407
œl¹skie;miko³owski;39551;346;18475;269;t2408
œl¹skie;myszkowski;50178;483;23062;386;t2409
œl¹skie;pszczyñski;56839;377;25491;340;t2410
œl¹skie;raciborski;81238;205;37343;130;t2411
œl¹skie;rybnicki;23664;342;11083;275;t2412
œl¹skie;tarnogórski;136126;364;63965;296;t2413
œl¹skie;bieruñsko-lêdziñski;35617;0;16525;0;t2414
œl¹skie;wodzis³awski;112319;373;51279;170;t2415
œl¹skie;zawierciañski;91531;464;41928;332;t2416
œl¹skie;¿ywiecki;94171;1100;43154;803;t2417
œl¹skie;Bielsko-Bia³a;193239;1296;87191;902;t2461
œl¹skie;Bytom;132848;576;61332;443;t2462
œl¹skie;Chorzów;104389;287;48333;195;t2463
œl¹skie;Czêstochowa;237564;1131;108758;916;t2464
œl¹skie;D¹browa Górnicza;82859;221;38098;163;t2465
œl¹skie;Gliwice;253637;1023;118433;551;t2466
œl¹skie;Jastrzêbie-Zdrój;51214;302;23777;147;t2467
œl¹skie;Jaworzno;84574;505;38877;425;t2468
œl¹skie;Katowice;553893;1735;256706;1224;t2469
œl¹skie;Mys³owice;46130;103;21834;66;t2470
œl¹skie;Piekary Œl¹skie;33831;160;15439;148;t2471
œl¹skie;Ruda Œl¹ska;173255;821;82205;703;t2472
œl¹skie;Rybnik;58854;342;26488;309;t2473
œl¹skie;Siemianowice Œl¹skie;83816;177;39360;110;t2474
œl¹skie;Sosnowiec;195040;395;89211;170;t2475
œl¹skie;Œwiêtoch³owice;36950;608;17138;496;t2476
œl¹skie;Tychy;100917;368;46102;206;t2477
œl¹skie;Zabrze;122859;473;55300;167;t2478
œl¹skie;¯ory;57571;177;26342;135;t2479
œwiêtokrzyskie;buski;45512;65;21079;62;t2601
œwiêtokrzyskie;jêdrzejowski;67760;783;30806;611;t2602
œwiêtokrzyskie;kazimierski;22162;131;9777;98;t2603
œwiêtokrzyskie;kielecki;101445;596;44738;478;t2604
œwiêtokrzyskie;konecki;47448;628;21208;432;t2605
œwiêtokrzyskie;opatowski;31469;42;14291;38;t2606
œwiêtokrzyskie;ostrowiecki;79952;325;36530;196;t2607
œwiêtokrzyskie;piñczowski;31234;33;13728;32;t2608
œwiêtokrzyskie;sandomierski;71104;275;32769;109;t2609
œwiêtokrzyskie;skar¿yski;44360;456;20117;396;t2610
œwiêtokrzyskie;starachowicki;56484;130;26016;100;t2611
œwiêtokrzyskie;staszowski;32204;378;14723;273;t2612
œwiêtokrzyskie;w³oszczowski;39836;144;17953;121;t2613
œwiêtokrzyskie;Kielce;258073;1345;117868;1106;t2661
warmiñsko-mazurskie;bartoszycki;48954;0;22405;0;t2801
warmiñsko-mazurskie;braniewski;26667;24;12412;23;t2802
warmiñsko-mazurskie;dzia³dowski;45188;79;20388;64;t2803
warmiñsko-mazurskie;elbl¹ski;32778;124;15057;85;t2804
warmiñsko-mazurskie;e³cki;74155;75;32877;1;t2805
warmiñsko-mazurskie;gi¿ycki;38005;187;17649;108;t2806
warmiñsko-mazurskie;i³awski;58667;754;25951;518;t2807
warmiñsko-mazurskie;kêtrzyñski;36674;167;16946;39;t2808
warmiñsko-mazurskie;lidzbarski;26880;0;12615;0;t2809
warmiñsko-mazurskie;mr¹gowski;24620;56;11060;56;t2810
warmiñsko-mazurskie;nidzicki;39076;239;17735;34;t2811
warmiñsko-mazurskie;nowomiejski;31093;631;13752;465;t2812
warmiñsko-mazurskie;olecki;21714;309;10242;301;t2813
warmiñsko-mazurskie;olsztyñski;85998;454;39673;270;t2814
warmiñsko-mazurskie;ostródzki;60319;0;27851;0;t2815
warmiñsko-mazurskie;piski;46490;0;21527;0;t2816
warmiñsko-mazurskie;szczycieñski;49759;89;23252;69;t2817
warmiñsko-mazurskie;go³dapski;16733;71;7663;67;t2818
warmiñsko-mazurskie;wêgorzewski;19209;0;9156;0;t2819
warmiñsko-mazurskie;Elbl¹g;112909;552;52674;320;t2861
warmiñsko-mazurskie;Olsztyn;207941;610;94675;421;t2862
wielkopolskie;chodzieski;33886;105;14626;89;t3001
wielkopolskie;czarnkowsko-trzcianecki;76864;30;34786;9;t3002
wielkopolskie;gnieŸnieñski;124301;598;55413;330;t3003
wielkopolskie;gostyñski;70115;234;32275;209;t3004
wielkopolskie;grodziski;32260;60;14501;55;t3005
wielkopolskie;jarociñski;47346;478;21768;415;t3006
wielkopolskie;kaliski;55745;484;25642;347;t3007
wielkopolskie;kêpiñski;40968;44;18788;44;t3008
wielkopolskie;kolski;54613;531;24674;336;t3009
wielkopolskie;koniñski;66217;495;28450;329;t3010
wielkopolskie;koœciañski;52591;792;22964;741;t3011
wielkopolskie;krotoszyñski;54520;310;25051;224;t3012
wielkopolskie;leszczyñski;17617;60;7939;52;t3013
wielkopolskie;miêdzychodzki;30175;168;13600;114;t3014
wielkopolskie;nowotomyski;51014;12;22866;0;t3015
wielkopolskie;obornicki;68925;225;29670;114;t3016
wielkopolskie;ostrowski;116779;929;52836;834;t3017
wielkopolskie;ostrzeszowski;36969;113;16542;85;t3018
wielkopolskie;pilski;85757;916;39195;862;t3019
wielkopolskie;pleszewski;56739;0;26210;0;t3020
wielkopolskie;poznañski;175595;2761;80086;2247;t3021
wielkopolskie;rawicki;45510;116;19622;69;t3022
wielkopolskie;s³upecki;37674;0;16788;0;t3023
wielkopolskie;szamotulski;61011;1128;27394;656;t3024
wielkopolskie;œredzki;56376;64;26715;10;t3025
wielkopolskie;œremski;30062;452;13269;209;t3026
wielkopolskie;turecki;49273;264;22234;214;t3027
wielkopolskie;w¹growiecki;26480;0;11134;0;t3028
wielkopolskie;wolsztyñski;43099;230;20370;197;t3029
wielkopolskie;wrzesiñski;56641;0;25466;0;t3030
wielkopolskie;z³otowski;36974;52;16243;50;t3031
wielkopolskie;Kalisz;97752;641;45325;242;t3061
wielkopolskie;Konin;88079;321;39231;199;t3062
wielkopolskie;Leszno;63641;976;27160;768;t3063
wielkopolskie;Poznañ;1015941;8142;470936;6881;t3064
zachodniopomorskie;bia³ogardzki;41226;0;18711;0;t3201
zachodniopomorskie;choszczeñski;32873;160;14980;102;t3202
zachodniopomorskie;drawski;52756;283;23724;225;t3203
zachodniopomorskie;goleniowski;55758;309;24707;268;t3204
zachodniopomorskie;gryficki;30266;36;13449;0;t3205
zachodniopomorskie;gryfiñski;50024;0;22727;0;t3206
zachodniopomorskie;kamieñski;41603;0;18624;0;t3207
zachodniopomorskie;ko³obrzeski;79831;156;37502;19;t3208
zachodniopomorskie;koszaliñski;31889;199;14209;171;t3209
zachodniopomorskie;myœliborski;36229;74;16797;51;t3210
zachodniopomorskie;policki;43943;0;20267;0;t3211
zachodniopomorskie;pyrzycki;26638;97;12504;36;t3212
zachodniopomorskie;s³awieñski;47980;172;22060;44;t3213
zachodniopomorskie;stargardzki;77990;912;34846;641;t3214
zachodniopomorskie;szczecinecki;77817;69;34942;18;t3215
zachodniopomorskie;œwidwiñski;32522;72;14958;56;t3216
zachodniopomorskie;wa³ecki;33631;240;15025;144;t3217
zachodniopomorskie;³obeski;39679;253;15880;9;t3218
zachodniopomorskie;Koszalin;110600;371;51418;264;t3261
zachodniopomorskie;Szczecin;528882;2012;243079;1371;t3262
zachodniopomorskie;Œwinoujœcie;36852;39;17174;33;t3263
Ca³y kraj;;32788403;150777;15045997;109712;t0000
